Variação,Métricas,Épocas
0.6556470319202968,Train loss,1
0.6054376787372998,Train loss,2
0.5829595210296767,Train loss,3
0.5501658637395926,Train loss,4
0.5005985151231289,Train loss,5
0.44627947756222314,Train loss,6
0.4109312721182193,Train loss,7
0.39055271158260957,Train loss,8
0.3746053643045681,Train loss,9
0.36234658097582206,Train loss,10
0.3507341326773167,Train loss,11
0.341745165980288,Train loss,12
0.3307195465798889,Train loss,13
0.32326441306088655,Train loss,14
0.3145194212081177,Train loss,15
0.3096431860327721,Train loss,16
0.3029308362890567,Train loss,17
0.2966671365126967,Train loss,18
0.28926365494195905,Train loss,19
0.28977848057768174,Train loss,20
0.2835478516242334,Train loss,21
0.27719815501144957,Train loss,22
0.2733949571262513,Train loss,23
0.26547472084739376,Train loss,24
0.26108247659568273,Train loss,25
0.2560366244188377,Train loss,26
0.24928180955350399,Train loss,27
0.24404654238905227,Train loss,28
0.23965288275320615,Train loss,29
0.232951777380492,Train loss,30
0.22618894963126096,Train loss,31
0.2204414806049317,Train loss,32
0.21703498309478164,Train loss,33
0.21055994866149766,Train loss,34
0.20312324002784277,Train loss,35
0.19657353018011364,Train loss,36
0.1907838714601738,Train loss,37
0.18547036209143697,Train loss,38
0.17761010095876242,Train loss,39
0.16994330469651947,Train loss,40
0.16534140178268508,Train loss,41
0.16018820135787662,Train loss,42
0.15241411012198244,Train loss,43
0.14483253741570348,Train loss,44
0.13830005058952208,Train loss,45
0.13362420444110676,Train loss,46
0.12595330103766172,Train loss,47
0.11922935141915722,Train loss,48
0.1138305594519313,Train loss,49
0.10946546073470796,Train loss,50
0.10344315900966258,Train loss,51
0.09821886217986632,Train loss,52
0.09538701388519258,Train loss,53
0.09062993626842009,Train loss,54
0.08518780279272635,Train loss,55
0.0791797611797561,Train loss,56
0.07494923803273455,Train loss,57
0.07123847061302513,Train loss,58
0.06882754230231512,Train loss,59
0.06395278847693199,Train loss,60
0.0608990680858759,Train loss,61
0.05934871436753643,Train loss,62
0.05643227817099874,Train loss,63
0.05554174791206606,Train loss,64
0.05024767439912206,Train loss,65
0.04822112236271745,Train loss,66
0.04678407665437719,Train loss,67
0.0446789012796944,Train loss,68
0.03797528324257915,Train loss,69
0.040807866382154834,Train loss,70
0.03670806474651077,Train loss,71
0.036301885180354085,Train loss,72
0.03580261381338849,Train loss,73
0.03412851876608329,Train loss,74
0.03417699008276291,Train loss,75
0.03150200029428691,Train loss,76
0.03012092041363108,Train loss,77
0.031160502882350036,Train loss,78
0.02940508242449141,Train loss,79
0.0276532803084878,Train loss,80
0.02842372615477611,Train loss,81
0.025201388966233935,Train loss,82
0.021935265625330172,Train loss,83
0.024550658601999332,Train loss,84
0.023650365205882866,Train loss,85
0.02189719957411788,Train loss,86
0.022680260578416503,Train loss,87
0.019405361731722744,Train loss,88
0.021482135513672673,Train loss,89
0.022799605666820884,Train loss,90
0.02107685457583492,Train loss,91
0.018806963492700432,Train loss,92
0.020362171319341413,Train loss,93
0.018553648686876322,Train loss,94
0.017479201543101227,Train loss,95
0.01997468135973447,Train loss,96
0.017301028991818644,Train loss,97
0.021147416908934246,Train loss,98
0.0185294963287015,Train loss,99
0.016619196274072497,Train loss,100
0.6526680390749658,Train loss,1
0.6075522770413331,Train loss,2
0.5816715037396976,Train loss,3
0.5444771442455905,Train loss,4
0.49216044907058987,Train loss,5
0.44345915529344765,Train loss,6
0.41329672966684616,Train loss,7
0.3915667799966676,Train loss,8
0.3766125784016081,Train loss,9
0.36149922656161443,Train loss,10
0.3501633308827877,Train loss,11
0.34413488488112176,Train loss,12
0.3376592622058732,Train loss,13
0.32256760144872326,Train loss,14
0.31229031252009526,Train loss,15
0.3038955198654107,Train loss,16
0.29366349955222437,Train loss,17
